call id,agent,date,time,topic,answered (Y/N),resolved,speed of answer in seconds,avgtalkduration,satisfaction rating
ID0360,Dan,1/7/2021,11:36:58,Admin Support,Y,Y,71,341,3
ID0361,Jim,1/7/2021,11:42:43,Admin Support,Y,Y,76,277,1
ID0362,Stewart,1/7/2021,11:42:43,Technical Support,Y,Y,66,410,3
ID0363,Diane,1/7/2021,11:47:02,Admin Support,Y,Y,72,205,3
ID0364,Jim,1/7/2021,11:47:02,Admin Support,Y,Y,47,397,5
ID0365,Jim,1/7/2021,12:08:38,Payment related,N,N,,0,
ID0366,Greg,1/7/2021,12:08:38,Payment related,Y,Y,29,171,5
ID0367,Dan,1/7/2021,12:36:00,Streaming,N,N,,0,
ID0368,Becky,1/7/2021,12:36:00,Contract related,Y,Y,122,100,4
ID0369,Greg,1/7/2021,12:48:58,Technical Support,Y,Y,52,246,5
ID0370,Martha,1/7/2021,12:48:58,Admin Support,Y,Y,33,266,4
ID0371,Joe,1/7/2021,13:26:24,Payment related,Y,Y,123,144,3
ID0372,Greg,1/7/2021,13:26:24,Technical Support,Y,Y,23,123,4
ID0373,Becky,1/7/2021,13:30:43,Streaming,N,N,,0,
ID0374,Stewart,1/7/2021,13:30:43,Admin Support,Y,N,29,205,5
ID0375,Greg,1/7/2021,13:42:14,Contract related,N,N,,0,
ID0376,Becky,1/7/2021,13:42:14,Streaming,Y,Y,54,228,5
ID0377,Dan,1/7/2021,13:45:07,Streaming,Y,Y,14,283,4
ID0378,Dan,1/7/2021,13:45:07,Payment related,Y,Y,11,265,3
ID0379,Joe,1/7/2021,14:31:12,Payment related,Y,Y,84,299,1
ID0380,Martha,1/7/2021,14:31:12,Payment related,Y,Y,21,171,4
ID0381,Martha,1/7/2021,15:53:17,Technical Support,Y,N,81,310,3
ID0382,Dan,1/7/2021,15:53:17,Payment related,N,N,,0,
ID0383,Diane,1/7/2021,16:07:41,Admin Support,N,N,,0,
ID0384,Stewart,1/7/2021,16:07:41,Technical Support,Y,Y,84,382,4
ID0385,Martha,1/7/2021,16:29:17,Streaming,Y,Y,118,215,2
ID0386,Becky,1/7/2021,16:29:17,Technical Support,Y,Y,35,375,2
ID0387,Dan,1/7/2021,16:40:48,Payment related,Y,Y,82,133,3
ID0388,Jim,1/7/2021,16:40:48,Streaming,Y,Y,119,183,4
ID0389,Jim,1/7/2021,17:03:50,Contract related,Y,Y,107,406,2
ID0390,Joe,1/7/2021,17:03:50,Contract related,Y,Y,86,42,4
ID0391,Diane,1/7/2021,17:39:50,Streaming,Y,Y,76,83,4
ID0392,Stewart,1/7/2021,17:39:50,Streaming,Y,N,78,187,3
ID0393,Jim,1/7/2021,17:47:02,Admin Support,Y,Y,118,33,3
ID0394,Diane,1/7/2021,17:47:02,Technical Support,N,N,,0,
ID0395,Joe,1/7/2021,17:48:29,Admin Support,Y,Y,47,122,5
ID0396,Diane,1/7/2021,17:48:29,Admin Support,Y,Y,86,178,2
ID0397,Greg,1/7/2021,17:55:41,Technical Support,Y,Y,76,352,3
ID0398,Jim,1/7/2021,17:55:41,Payment related,Y,Y,32,203,4
ID0399,Joe,1/8/2021,9:00:00,Admin Support,Y,Y,98,213,5
ID0400,Jim,1/8/2021,9:00:00,Technical Support,Y,Y,86,37,4
ID0401,Diane,1/8/2021,9:24:29,Technical Support,Y,Y,37,65,3
ID0402,Greg,1/8/2021,9:24:29,Admin Support,Y,Y,15,267,5
ID0403,Diane,1/8/2021,9:47:31,Contract related,Y,Y,114,253,5
ID0404,Stewart,1/8/2021,9:47:31,Payment related,N,N,,0,
ID0405,Jim,1/8/2021,9:59:02,Technical Support,N,N,,0,
ID0406,Martha,1/8/2021,9:59:02,Streaming,N,N,,0,
ID0407,Martha,1/8/2021,10:42:14,Streaming,Y,N,23,136,3
ID0408,Dan,1/8/2021,10:42:14,Payment related,N,N,,0,
ID0409,Joe,1/8/2021,10:49:26,Admin Support,Y,Y,69,341,3
ID0410,Stewart,1/8/2021,10:49:26,Contract related,Y,Y,15,370,4
ID0411,Becky,1/8/2021,10:49:26,Technical Support,Y,Y,119,328,3
ID0412,Becky,1/8/2021,10:49:26,Streaming,Y,Y,68,317,1
ID0413,Diane,1/8/2021,11:00:58,Contract related,Y,Y,115,370,3
ID0414,Joe,1/8/2021,11:00:58,Contract related,Y,Y,84,71,5
ID0415,Dan,1/8/2021,11:16:48,Contract related,Y,N,59,77,4
ID0416,Diane,1/8/2021,11:16:48,Technical Support,Y,N,112,214,4
ID0417,Dan,1/8/2021,11:16:48,Contract related,N,N,,0,
ID0418,Dan,1/8/2021,11:16:48,Admin Support,Y,Y,39,291,3
ID0419,Jim,1/8/2021,12:12:58,Streaming,Y,Y,31,395,5
ID0420,Dan,1/8/2021,12:12:58,Streaming,Y,Y,112,221,2
ID0421,Greg,1/8/2021,12:14:24,Streaming,Y,Y,49,145,4
ID0422,Greg,1/8/2021,12:14:24,Technical Support,Y,Y,18,398,3
ID0423,Stewart,1/8/2021,12:38:53,Technical Support,Y,Y,80,163,4
ID0424,Dan,1/8/2021,12:38:53,Admin Support,Y,Y,57,153,3
ID0425,Stewart,1/8/2021,12:48:58,Contract related,N,N,,0,
ID0426,Diane,1/8/2021,12:48:58,Contract related,Y,N,87,378,4
ID0427,Diane,1/8/2021,13:10:34,Payment related,N,N,,0,
ID0428,Greg,1/8/2021,13:10:34,Streaming,Y,Y,81,356,3
ID0429,Joe,1/8/2021,13:10:34,Technical Support,N,N,,0,
ID0430,Jim,1/8/2021,13:10:34,Streaming,Y,Y,47,131,5
ID0431,Joe,1/8/2021,13:17:46,Streaming,Y,Y,57,375,4
ID0432,Becky,1/8/2021,13:17:46,Payment related,N,N,,0,
ID0433,Joe,1/8/2021,13:43:41,Contract related,Y,Y,104,235,4
ID0434,Becky,1/8/2021,13:43:41,Admin Support,Y,Y,16,346,3
ID0435,Greg,1/8/2021,15:37:26,Streaming,Y,Y,37,253,4
ID0436,Diane,1/8/2021,15:37:26,Admin Support,N,N,,0,
ID0437,Stewart,1/8/2021,15:43:12,Technical Support,Y,Y,61,126,4
ID0438,Stewart,1/8/2021,15:43:12,Admin Support,Y,N,41,190,4
ID0439,Diane,1/8/2021,15:53:17,Streaming,Y,Y,40,81,4
ID0440,Diane,1/8/2021,15:53:17,Admin Support,Y,Y,55,321,2
ID0441,Greg,1/8/2021,15:54:43,Admin Support,Y,Y,92,53,3
ID0442,Dan,1/8/2021,15:54:43,Contract related,Y,Y,118,98,5
ID0443,Dan,1/8/2021,16:37:55,Streaming,Y,Y,82,343,3
ID0444,Dan,1/8/2021,16:37:55,Streaming,Y,Y,83,80,3
ID0445,Jim,1/8/2021,18:00:00,Payment related,Y,Y,78,313,2
ID0446,Diane,1/8/2021,18:00:00,Payment related,Y,N,111,314,5
ID0447,Jim,1/9/2021,9:07:12,Contract related,Y,Y,107,322,4
ID0448,Martha,1/9/2021,9:07:12,Streaming,Y,Y,108,243,2
ID0449,Greg,1/9/2021,9:24:29,Payment related,Y,Y,97,159,5
ID0450,Dan,1/9/2021,9:24:29,Streaming,Y,Y,31,380,5
ID0451,Martha,1/9/2021,9:34:34,Payment related,Y,Y,20,109,4
ID0452,Jim,1/9/2021,9:34:34,Admin Support,Y,Y,110,413,3
ID0453,Dan,1/9/2021,10:22:05,Technical Support,Y,Y,86,302,5
ID0454,Becky,1/9/2021,10:22:05,Streaming,Y,Y,77,131,4
ID0455,Diane,1/9/2021,10:29:17,Streaming,Y,Y,119,407,3
ID0456,Martha,1/9/2021,10:29:17,Admin Support,N,N,,0,
ID0457,Jim,1/9/2021,10:32:10,Technical Support,Y,Y,13,186,3
ID0458,Stewart,1/9/2021,10:32:10,Payment related,Y,Y,106,147,5
ID0459,Joe,1/9/2021,10:58:05,Payment related,Y,Y,35,325,3
ID0460,Martha,1/9/2021,10:58:05,Contract related,Y,N,46,323,3
ID0461,Stewart,1/9/2021,11:05:17,Admin Support,Y,N,24,375,3
ID0462,Stewart,1/9/2021,11:05:17,Streaming,Y,Y,88,393,5
ID0463,Joe,1/9/2021,11:11:02,Admin Support,Y,Y,81,162,3
ID0464,Jim,1/9/2021,11:11:02,Payment related,Y,Y,96,273,3
ID0465,Becky,1/9/2021,11:16:48,Admin Support,Y,Y,46,365,3
ID0466,Dan,1/9/2021,11:16:48,Contract related,Y,Y,25,100,4
ID0467,Stewart,1/9/2021,11:25:26,Admin Support,Y,Y,81,127,4
ID0468,Dan,1/9/2021,11:25:26,Payment related,N,N,,0,
ID0469,Dan,1/9/2021,11:48:29,Technical Support,Y,Y,97,410,1
ID0470,Martha,1/9/2021,11:48:29,Technical Support,Y,Y,116,196,5
ID0471,Joe,1/9/2021,11:48:29,Payment related,N,N,,0,
ID0472,Dan,1/9/2021,11:48:29,Admin Support,N,N,,0,
ID0473,Becky,1/9/2021,11:48:29,Payment related,Y,Y,87,345,5
ID0474,Dan,1/9/2021,11:48:29,Technical Support,Y,Y,43,35,4
ID0475,Greg,1/9/2021,11:55:41,Contract related,Y,Y,102,288,3
ID0476,Dan,1/9/2021,11:55:41,Payment related,Y,Y,95,349,5
ID0477,Dan,1/9/2021,12:31:41,Technical Support,Y,Y,108,285,3
ID0478,Dan,1/9/2021,12:31:41,Admin Support,Y,Y,80,131,4
ID0479,Diane,1/9/2021,12:33:07,Payment related,Y,Y,61,36,5
ID0480,Greg,1/9/2021,12:33:07,Contract related,Y,Y,18,305,5
ID0481,Joe,1/9/2021,12:40:19,Payment related,N,N,,0,
ID0482,Becky,1/9/2021,12:40:19,Admin Support,Y,N,10,54,4
ID0483,Diane,1/9/2021,12:50:24,Payment related,Y,Y,92,145,3
ID0484,Jim,1/9/2021,12:50:24,Technical Support,N,N,,0,
ID0485,Becky,1/9/2021,13:03:22,Contract related,Y,Y,120,268,1
ID0486,Dan,1/9/2021,13:03:22,Technical Support,Y,Y,63,299,3
ID0487,Becky,1/9/2021,13:39:22,Streaming,N,N,,0,
ID0488,Joe,1/9/2021,13:39:22,Streaming,Y,Y,101,330,3
ID0489,Joe,1/9/2021,13:59:31,Payment related,Y,Y,105,80,1
ID0490,Joe,1/9/2021,13:59:31,Contract related,Y,Y,21,98,4
ID0491,Joe,1/9/2021,14:12:29,Payment related,Y,Y,34,310,4
ID0492,Stewart,1/9/2021,14:12:29,Technical Support,Y,Y,78,205,1
ID0493,Diane,1/9/2021,14:19:41,Streaming,Y,Y,44,174,3
ID0494,Joe,1/9/2021,14:19:41,Admin Support,Y,Y,98,103,1
ID0495,Martha,1/9/2021,14:51:22,Payment related,Y,Y,23,203,1
ID0496,Stewart,1/9/2021,14:51:22,Admin Support,Y,Y,28,380,3
ID0497,Joe,1/9/2021,15:43:12,Technical Support,N,N,,0,
ID0498,Martha,1/9/2021,15:43:12,Admin Support,Y,Y,43,63,5
ID0499,Stewart,1/9/2021,16:58:05,Streaming,N,N,,0,
ID0500,Martha,1/9/2021,16:58:05,Contract related,N,N,,0,
ID0501,Diane,1/9/2021,17:05:17,Payment related,Y,Y,119,50,4
ID0502,Dan,1/9/2021,17:05:17,Payment related,Y,Y,32,174,5
ID0503,Greg,1/9/2021,17:21:07,Streaming,Y,N,50,257,3
ID0504,Jim,1/9/2021,17:21:07,Admin Support,N,N,,0,
ID0505,Joe,1/9/2021,17:22:34,Payment related,Y,Y,35,286,4
ID0506,Jim,1/9/2021,17:22:34,Contract related,Y,Y,27,163,3
ID0507,Stewart,1/9/2021,17:24:00,Streaming,Y,Y,121,200,4
ID0508,Becky,1/9/2021,17:24:00,Streaming,Y,Y,42,418,2
ID0509,Greg,1/9/2021,17:28:19,Technical Support,N,N,,0,
ID0510,Dan,1/9/2021,17:28:19,Technical Support,N,N,,0,
ID0511,Greg,1/9/2021,17:32:38,Payment related,Y,Y,107,65,5
ID0512,Martha,1/9/2021,17:32:38,Streaming,Y,Y,116,211,4
ID0513,Dan,1/9/2021,17:42:43,Technical Support,Y,N,60,126,3
ID0514,Jim,1/9/2021,17:42:43,Payment related,Y,Y,116,278,4
ID0515,Stewart,1/10/2021,9:00:00,Payment related,Y,Y,19,371,5
ID0516,Martha,1/10/2021,9:00:00,Contract related,Y,Y,75,350,3
ID0517,Becky,1/10/2021,9:08:38,Admin Support,Y,Y,23,48,3
ID0518,Diane,1/10/2021,9:08:38,Technical Support,Y,Y,69,233,3
ID0519,Jim,1/10/2021,10:06:14,Streaming,Y,Y,64,263,5
ID0520,Martha,1/10/2021,10:06:14,Streaming,Y,Y,117,203,3
ID0521,Jim,1/10/2021,10:35:02,Streaming,Y,Y,12,394,4
ID0522,Diane,1/10/2021,10:35:02,Admin Support,Y,Y,102,158,4
ID0523,Dan,1/10/2021,11:11:02,Technical Support,Y,Y,46,392,4
ID0524,Martha,1/10/2021,11:11:02,Streaming,Y,N,47,87,4
ID0525,Dan,1/10/2021,11:18:14,Streaming,Y,Y,98,143,4
ID0526,Jim,1/10/2021,11:18:14,Contract related,Y,Y,84,257,4
ID0527,Greg,1/10/2021,11:29:46,Streaming,Y,Y,12,133,3
ID0528,Greg,1/10/2021,11:29:46,Payment related,Y,Y,88,206,4
ID0529,Stewart,1/10/2021,11:31:12,Contract related,Y,Y,97,353,1
ID0530,Joe,1/10/2021,11:31:12,Admin Support,Y,Y,51,356,3
ID0531,Becky,1/10/2021,11:47:02,Admin Support,N,N,,0,
ID0532,Dan,1/10/2021,11:47:02,Streaming,Y,Y,106,157,4
ID0533,Diane,1/10/2021,12:27:22,Admin Support,Y,Y,34,232,4
ID0534,Stewart,1/10/2021,12:27:22,Streaming,N,N,,0,
ID0535,Dan,1/10/2021,12:33:07,Technical Support,Y,Y,51,333,3
ID0536,Greg,1/10/2021,12:33:07,Technical Support,Y,Y,74,294,4
ID0537,Greg,1/10/2021,12:56:10,Contract related,Y,Y,29,76,3
ID0538,Martha,1/10/2021,12:56:10,Admin Support,Y,Y,123,375,3
ID0539,Becky,1/10/2021,13:13:26,Contract related,Y,Y,100,41,4
ID0540,Dan,1/10/2021,13:13:26,Streaming,Y,Y,43,413,3
ID0541,Becky,1/10/2021,13:48:00,Technical Support,Y,Y,24,269,4
ID0542,Jim,1/10/2021,13:48:00,Streaming,Y,Y,78,374,4
ID0543,Joe,1/10/2021,13:52:19,Payment related,Y,Y,28,367,5
ID0544,Joe,1/10/2021,13:52:19,Admin Support,Y,Y,36,88,3
ID0545,Joe,1/10/2021,14:09:36,Payment related,N,N,,0,
ID0546,Jim,1/10/2021,14:09:36,Payment related,Y,Y,10,272,2
ID0547,Dan,1/10/2021,14:16:48,Streaming,Y,Y,43,402,3
ID0548,Stewart,1/10/2021,14:16:48,Technical Support,Y,Y,19,38,3
ID0549,Diane,1/10/2021,14:25:26,Admin Support,Y,Y,74,394,3
ID0550,Jim,1/10/2021,14:25:26,Streaming,Y,Y,71,245,1
ID0551,Joe,1/10/2021,14:32:38,Admin Support,Y,Y,117,376,5
ID0552,Joe,1/10/2021,14:32:38,Contract related,Y,Y,61,301,3
ID0553,Joe,1/10/2021,14:58:34,Contract related,Y,Y,118,200,3
ID0554,Martha,1/10/2021,14:58:34,Admin Support,Y,Y,87,258,4
ID0555,Diane,1/10/2021,15:56:10,Payment related,Y,Y,48,66,4
ID0556,Joe,1/10/2021,15:56:10,Contract related,Y,Y,112,134,1
ID0557,Stewart,1/10/2021,16:00:29,Contract related,Y,Y,99,164,5
ID0558,Becky,1/10/2021,16:00:29,Technical Support,Y,Y,103,176,4
ID0559,Joe,1/10/2021,16:37:55,Payment related,Y,Y,102,38,5
ID0560,Joe,1/10/2021,16:37:55,Payment related,Y,Y,74,416,5
ID0561,Greg,1/10/2021,16:37:55,Payment related,Y,Y,28,89,1
ID0562,Joe,1/10/2021,16:37:55,Contract related,Y,Y,64,153,4
ID0563,Diane,1/10/2021,16:42:14,Contract related,N,N,,0,
ID0564,Becky,1/10/2021,16:42:14,Payment related,Y,Y,81,396,4
ID0565,Becky,1/10/2021,16:58:05,Streaming,Y,Y,121,64,3
ID0566,Joe,1/10/2021,16:58:05,Technical Support,Y,Y,117,171,4
ID0567,Diane,1/10/2021,17:24:00,Payment related,Y,Y,55,254,4
ID0568,Stewart,1/10/2021,17:24:00,Technical Support,N,N,,0,
ID0569,Becky,1/10/2021,17:25:26,Streaming,Y,Y,79,150,3
ID0570,Martha,1/10/2021,17:25:26,Technical Support,Y,Y,120,129,1
ID0571,Stewart,1/10/2021,17:31:12,Contract related,Y,Y,50,161,2
ID0572,Martha,1/10/2021,17:31:12,Admin Support,Y,N,15,183,1
ID0573,Dan,1/10/2021,17:35:31,Streaming,Y,Y,10,298,3
ID0574,Greg,1/10/2021,17:35:31,Technical Support,Y,Y,110,254,3
ID0575,Greg,1/10/2021,17:39:50,Payment related,Y,Y,69,47,3
ID0576,Jim,1/10/2021,17:39:50,Contract related,Y,N,122,168,1
ID0577,Diane,1/10/2021,17:48:29,Contract related,Y,Y,47,58,3
ID0578,Greg,1/10/2021,17:48:29,Technical Support,Y,N,124,406,5
ID0579,Martha,1/11/2021,9:30:14,Streaming,Y,Y,92,121,3
ID0580,Becky,1/11/2021,9:30:14,Payment related,Y,Y,110,332,2
ID0581,Stewart,1/11/2021,9:37:26,Streaming,Y,Y,84,145,4
ID0582,Stewart,1/11/2021,9:37:26,Admin Support,N,N,,0,
ID0583,Diane,1/11/2021,9:38:53,Admin Support,Y,Y,81,261,5
ID0584,Greg,1/11/2021,9:38:53,Payment related,Y,Y,116,129,4
ID0585,Diane,1/11/2021,9:38:53,Payment related,N,N,,0,
ID0586,Joe,1/11/2021,9:38:53,Streaming,Y,Y,63,249,3
ID0587,Dan,1/11/2021,9:48:58,Streaming,N,N,,0,
ID0588,Joe,1/11/2021,9:48:58,Streaming,Y,Y,30,271,3
ID0589,Diane,1/11/2021,10:04:48,Admin Support,Y,Y,22,342,3
ID0590,Stewart,1/11/2021,10:04:48,Technical Support,Y,Y,31,320,3
ID0591,Diane,1/11/2021,10:13:26,Payment related,Y,Y,47,152,3
ID0592,Dan,1/11/2021,10:13:26,Technical Support,Y,Y,88,274,3
ID0593,Martha,1/11/2021,10:20:38,Streaming,Y,Y,106,219,4
ID0594,Diane,1/11/2021,10:20:38,Payment related,Y,Y,70,87,5
ID0595,Martha,1/11/2021,10:26:24,Payment related,Y,Y,77,337,3
ID0596,Joe,1/11/2021,10:26:24,Streaming,Y,Y,82,401,3
ID0597,Greg,1/11/2021,10:32:10,Contract related,Y,Y,84,285,3
ID0598,Martha,1/11/2021,10:32:10,Technical Support,Y,Y,50,366,4
ID0599,Martha,1/11/2021,11:05:17,Admin Support,N,N,,0,
ID0600,Becky,1/11/2021,11:05:17,Contract related,Y,Y,73,45,3
ID0601,Greg,1/11/2021,11:28:19,Contract related,Y,Y,79,324,3
ID0602,Dan,1/11/2021,11:28:19,Contract related,Y,Y,124,238,5
ID0603,Stewart,1/11/2021,11:29:46,Admin Support,N,N,,0,
ID0604,Becky,1/11/2021,11:29:46,Technical Support,Y,N,75,213,4
ID0605,Becky,1/11/2021,11:36:58,Technical Support,Y,Y,34,271,3
ID0606,Stewart,1/11/2021,11:36:58,Payment related,N,N,,0,
ID0607,Stewart,1/11/2021,11:47:02,Streaming,Y,Y,116,236,3
ID0608,Dan,1/11/2021,11:47:02,Payment related,Y,Y,20,33,3
ID0609,Jim,1/11/2021,12:10:05,Streaming,Y,Y,105,398,1
ID0610,Diane,1/11/2021,12:10:05,Payment related,Y,Y,25,53,3
ID0611,Diane,1/11/2021,12:20:10,Payment related,Y,Y,16,382,4
ID0612,Martha,1/11/2021,12:20:10,Contract related,Y,Y,64,160,4
ID0613,Stewart,1/11/2021,12:24:29,Admin Support,Y,Y,82,411,3
ID0614,Dan,1/11/2021,12:24:29,Streaming,Y,Y,13,129,5
ID0615,Jim,1/11/2021,12:43:12,Contract related,Y,Y,15,45,5
ID0616,Greg,1/11/2021,12:43:12,Contract related,Y,Y,42,368,2
ID0617,Jim,1/11/2021,12:43:12,Payment related,N,N,,0,
ID0618,Martha,1/11/2021,12:43:12,Payment related,Y,Y,32,341,3
ID0619,Dan,1/11/2021,12:57:36,Payment related,Y,Y,75,250,3
ID0620,Stewart,1/11/2021,12:57:36,Contract related,Y,N,123,170,3
ID0621,Stewart,1/11/2021,13:19:12,Streaming,Y,Y,22,327,5
ID0622,Greg,1/11/2021,13:19:12,Technical Support,Y,Y,21,118,2
ID0623,Greg,1/11/2021,13:55:12,Streaming,Y,Y,15,370,4
ID0624,Diane,1/11/2021,13:55:12,Streaming,Y,Y,76,235,4
ID0625,Joe,1/11/2021,14:09:36,Admin Support,Y,Y,92,319,3
ID0626,Greg,1/11/2021,14:09:36,Technical Support,N,N,,0,
ID0627,Martha,1/11/2021,14:13:55,Technical Support,N,N,,0,
ID0628,Becky,1/11/2021,14:13:55,Payment related,Y,N,62,239,4
ID0629,Joe,1/11/2021,14:19:41,Admin Support,Y,Y,33,298,3
ID0630,Stewart,1/11/2021,14:19:41,Admin Support,Y,Y,122,119,1
ID0631,Stewart,1/11/2021,14:24:00,Streaming,Y,N,47,275,1
ID0632,Diane,1/11/2021,14:24:00,Admin Support,N,N,,0,
ID0633,Martha,1/11/2021,14:26:53,Technical Support,N,N,,0,
ID0634,Joe,1/11/2021,14:26:53,Contract related,N,N,,0,
ID0635,Stewart,1/11/2021,14:28:19,Streaming,Y,Y,44,39,4
ID0636,Martha,1/11/2021,14:28:19,Contract related,Y,Y,48,281,3
ID0637,Martha,1/11/2021,14:32:38,Admin Support,Y,Y,60,59,3
ID0638,Diane,1/11/2021,14:32:38,Streaming,N,N,,0,
ID0639,Jim,1/11/2021,14:57:07,Technical Support,Y,Y,120,201,2
ID0640,Stewart,1/11/2021,14:57:07,Admin Support,Y,Y,61,266,2
ID0641,Greg,1/11/2021,15:12:58,Technical Support,Y,Y,103,385,4
ID0642,Becky,1/11/2021,15:12:58,Contract related,N,N,,0,
ID0643,Jim,1/11/2021,15:37:26,Payment related,Y,Y,32,181,2
ID0644,Joe,1/11/2021,15:37:26,Admin Support,N,N,,0,
ID0645,Jim,1/11/2021,15:59:02,Technical Support,Y,Y,53,277,1
ID0646,Diane,1/11/2021,15:59:02,Streaming,Y,Y,40,176,5
ID0647,Stewart,1/11/2021,16:17:46,Contract related,Y,N,58,194,3
ID0648,Stewart,1/11/2021,16:17:46,Technical Support,Y,Y,92,147,2
ID0649,Diane,1/11/2021,16:43:41,Payment related,N,N,,0,
ID0650,Dan,1/11/2021,16:43:41,Streaming,Y,Y,124,49,5
ID0651,Jim,1/11/2021,17:06:43,Admin Support,Y,Y,59,270,3
ID0652,Greg,1/11/2021,17:06:43,Streaming,Y,Y,44,302,1
ID0653,Jim,1/11/2021,17:22:34,Admin Support,Y,Y,42,218,2
ID0654,Stewart,1/11/2021,17:22:34,Payment related,Y,Y,21,286,5
ID0655,Stewart,1/11/2021,17:41:17,Contract related,Y,Y,69,32,4
ID0656,Stewart,1/11/2021,17:41:17,Payment related,Y,Y,46,53,1
ID0657,Martha,1/11/2021,17:41:17,Payment related,Y,Y,24,361,5
ID0658,Stewart,1/11/2021,17:41:17,Streaming,Y,Y,101,285,2
ID0659,Becky,1/11/2021,17:48:29,Payment related,Y,Y,121,81,5
ID0660,Stewart,1/11/2021,17:48:29,Admin Support,Y,Y,61,71,3
ID0661,Becky,1/11/2021,17:49:55,Contract related,Y,Y,45,80,4
ID0662,Becky,1/11/2021,17:49:55,Payment related,Y,Y,40,121,5
ID0663,Dan,1/12/2021,9:51:50,Technical Support,Y,Y,94,56,4
ID0664,Greg,1/12/2021,9:51:50,Streaming,Y,Y,85,314,5
ID0665,Jim,1/12/2021,9:57:36,Payment related,Y,Y,22,278,3
ID0666,Becky,1/12/2021,9:57:36,Contract related,Y,Y,119,411,5
ID0667,Becky,1/12/2021,10:12:00,Payment related,Y,Y,13,141,4
ID0668,Martha,1/12/2021,10:12:00,Contract related,Y,Y,60,260,4
ID0669,Diane,1/12/2021,10:16:19,Admin Support,N,N,,0,
ID0670,Jim,1/12/2021,10:16:19,Payment related,Y,Y,29,363,1
ID0671,Diane,1/12/2021,10:39:22,Payment related,Y,N,41,347,5
ID0672,Martha,1/12/2021,10:39:22,Contract related,Y,Y,87,340,5
ID0673,Jim,1/12/2021,10:48:00,Contract related,Y,Y,77,268,5
ID0674,Jim,1/12/2021,10:48:00,Payment related,N,N,,0,
ID0675,Dan,1/12/2021,10:49:26,Admin Support,Y,Y,30,166,4
ID0676,Stewart,1/12/2021,10:49:26,Payment related,N,N,,0,
ID0677,Jim,1/12/2021,11:06:43,Payment related,Y,Y,81,330,3
ID0678,Stewart,1/12/2021,11:06:43,Contract related,Y,Y,76,142,4
ID0679,Diane,1/12/2021,11:41:17,Contract related,N,N,,0,
ID0680,Greg,1/12/2021,11:41:17,Contract related,Y,Y,79,205,4
ID0681,Joe,1/12/2021,12:04:19,Admin Support,Y,Y,114,330,3
ID0682,Greg,1/12/2021,12:04:19,Contract related,Y,Y,15,420,2
ID0683,Becky,1/12/2021,13:03:22,Streaming,Y,Y,43,200,4
ID0684,Stewart,1/12/2021,13:03:22,Technical Support,Y,Y,26,388,1
ID0685,Greg,1/12/2021,13:30:43,Technical Support,Y,Y,57,212,2
ID0686,Stewart,1/12/2021,13:30:43,Contract related,Y,Y,86,154,3
ID0687,Diane,1/12/2021,13:37:55,Payment related,Y,Y,110,286,3
ID0688,Becky,1/12/2021,13:37:55,Contract related,Y,Y,43,290,2
ID0689,Martha,1/12/2021,13:42:14,Technical Support,N,N,,0,
ID0690,Martha,1/12/2021,13:42:14,Admin Support,N,N,,0,
ID0691,Joe,1/12/2021,14:12:29,Technical Support,Y,Y,105,181,2
ID0692,Diane,1/12/2021,14:12:29,Technical Support,N,N,,0,
ID0693,Greg,1/12/2021,14:51:22,Admin Support,Y,Y,79,48,4
ID0694,Jim,1/12/2021,14:51:22,Payment related,Y,N,42,208,3
ID0695,Jim,1/12/2021,15:08:38,Contract related,Y,N,100,57,4
ID0696,Greg,1/12/2021,15:08:38,Streaming,Y,Y,107,388,4
ID0697,Martha,1/12/2021,15:23:02,Payment related,Y,Y,96,227,5
ID0698,Greg,1/12/2021,15:23:02,Streaming,Y,N,116,255,5
ID0699,Martha,1/12/2021,15:47:31,Technical Support,Y,Y,54,174,3
ID0700,Diane,1/12/2021,15:47:31,Streaming,Y,Y,24,385,4
ID0701,Dan,1/12/2021,15:51:50,Contract related,Y,Y,52,176,5
ID0702,Dan,1/12/2021,15:51:50,Contract related,Y,Y,77,51,3
ID0703,Diane,1/12/2021,16:12:00,Admin Support,Y,Y,91,100,3
ID0704,Dan,1/12/2021,16:12:00,Streaming,Y,N,104,104,3
ID0705,Joe,1/12/2021,16:45:07,Technical Support,Y,Y,111,156,3
ID0706,Becky,1/12/2021,16:45:07,Technical Support,N,N,,0,
ID0707,Jim,1/12/2021,16:46:34,Payment related,Y,Y,55,308,4
ID0708,Stewart,1/12/2021,16:46:34,Admin Support,N,N,,0,
ID0709,Joe,1/12/2021,16:49:26,Contract related,Y,Y,124,326,4
ID0710,Martha,1/12/2021,16:49:26,Payment related,Y,Y,68,277,3
ID0711,Dan,1/12/2021,16:50:53,Technical Support,Y,N,40,273,3
ID0712,Stewart,1/12/2021,16:50:53,Payment related,Y,Y,119,155,4
ID0713,Dan,1/12/2021,16:52:19,Payment related,Y,Y,42,55,1
ID0714,Joe,1/12/2021,16:52:19,Admin Support,Y,Y,30,235,4
ID0715,Jim,1/12/2021,17:06:43,Admin Support,Y,Y,79,261,4
ID0716,Becky,1/12/2021,17:06:43,Contract related,Y,Y,44,416,1
ID0717,Jim,1/12/2021,18:00:00,Streaming,Y,Y,71,120,3
ID0718,Greg,1/12/2021,18:00:00,Streaming,N,N,,0,
